nGene	nUMI	orig.ident	hash_maxID	hash_secondID	hash_margin	hto_classification	hto_classification_global	hash_ID
3120	12652	SeuratProject	Antibody7	Antibody8	1.87552680121534	Antibody7	Singlet	Antibody7
4524	19102	SeuratProject	Antibody8	Antibody7	1.88493654552722	Antibody8	Singlet	Antibody8
6138	35159	SeuratProject	Antibody7	Antibody8	3.45206840586758	Antibody7	Singlet	Antibody7
2849	8126	SeuratProject	Antibody8	Antibody7	1.21864036805789	Antibody8	Singlet	Antibody8
3856	14823	SeuratProject	Antibody7	Antibody8	1.41533820820671	Antibody7	Singlet	Antibody7
2514	7108	SeuratProject	Antibody7	Antibody8	1.25987886669675	Antibody7	Singlet	Antibody7
3375	11800	SeuratProject	Antibody8	Antibody7	1.15859195498034	Antibody8	Singlet	Antibody8
4173	19198	SeuratProject	Antibody6	Antibody8	1.16330605712291	Antibody6	Singlet	Antibody6
5339	32252	SeuratProject	Antibody6	Antibody8	2.89773170174716	Antibody6	Singlet	Antibody6
2529	10723	SeuratProject	Antibody7	Antibody8	0.882439389022849	Antibody7	Singlet	Antibody7
3475	12688	SeuratProject	Antibody7	Antibody8	0.933281748875689	Antibody7	Singlet	Antibody7
2708	7058	SeuratProject	Antibody8	Antibody7	0.975517650310036	Antibody8	Singlet	Antibody8
4905	29960	SeuratProject	Antibody8	Antibody6	1.68849091190273	Antibody8	Singlet	Antibody8
4223	18324	SeuratProject	Antibody7	Antibody6	2.71282208873793	Antibody7	Singlet	Antibody7
4190	16612	SeuratProject	Antibody8	Antibody6	0.483513405223604	Antibody8	Singlet	Antibody8
3241	16930	SeuratProject	Antibody8	Antibody7	1.30234418367937	Antibody8	Singlet	Antibody8
4560	19267	SeuratProject	Antibody7	Antibody6	2.98256102007795	Antibody7	Singlet	Antibody7
2654	11496	SeuratProject	Antibody7	Antibody8	1.25670421802101	Antibody7	Singlet	Antibody7
2990	10694	SeuratProject	Antibody8	Antibody7	2.26345627566141	Antibody8	Singlet	Antibody8
3125	9512	SeuratProject	Antibody7	Antibody8	1.53484424271853	Antibody7	Singlet	Antibody7
7395	53180	SeuratProject	Antibody6	Antibody7	3.38128423591097	Antibody6	Singlet	Antibody6
5787	34604	SeuratProject	Antibody7	Antibody8	3.38059342432577	Antibody7	Singlet	Antibody7
2796	11449	SeuratProject	Antibody7	Antibody8	1.62204616231912	Antibody7	Singlet	Antibody7
2916	11267	SeuratProject	Antibody6	Antibody8	1.27809797842425	Antibody6	Singlet	Antibody6
6926	58365	SeuratProject	Antibody6	Antibody8	2.51386679397089	Antibody6	Singlet	Antibody6
4857	33017	SeuratProject	Antibody8	Antibody7	2.49736984320772	Antibody8	Singlet	Antibody8
4159	21680	SeuratProject	Antibody7	Antibody8	0.950886544493469	Antibody7	Singlet	Antibody7
4504	27838	SeuratProject	Antibody6	Antibody8	2.51037857048886	Antibody6	Singlet	Antibody6
4614	24973	SeuratProject	Antibody7	Antibody8	3.1244754099952	Antibody7	Singlet	Antibody7
2418	6883	SeuratProject	Antibody7	Antibody8	0.993869103343601	Antibody7	Singlet	Antibody7
3153	10297	SeuratProject	Antibody6	Antibody8	2.05565957951932	Antibody6	Singlet	Antibody6
6348	34000	SeuratProject	Antibody6	Antibody8	2.83138425224035	Antibody6	Singlet	Antibody6
5872	31819	SeuratProject	Antibody8	Antibody7	2.3095924652313	Antibody8	Singlet	Antibody8
6082	38428	SeuratProject	Antibody6	Antibody8	2.93264515911918	Antibody6	Singlet	Antibody6
2455	10711	SeuratProject	Antibody6	Antibody8	1.20746339494801	Antibody6	Singlet	Antibody6
6987	56685	SeuratProject	Antibody6	Antibody7	3.40036041972236	Antibody6	Singlet	Antibody6
7817	73923	SeuratProject	Antibody6	Antibody7	3.1103043743853	Antibody6	Singlet	Antibody6
3673	13459	SeuratProject	Antibody6	Antibody8	1.14221979719033	Antibody6	Singlet	Antibody6
4380	21250	SeuratProject	Antibody6	Antibody8	1.70344712606056	Antibody6	Singlet	Antibody6
6924	55359	SeuratProject	Antibody6	Antibody8	1.74501183373131	Antibody6	Singlet	Antibody6
4178	18845	SeuratProject	Antibody6	Antibody8	1.09264065655947	Antibody6	Singlet	Antibody6
3402	15811	SeuratProject	Antibody6	Antibody8	2.06284988269539	Antibody6	Singlet	Antibody6
3387	15345	SeuratProject	Antibody7	Antibody8	1.59823459298982	Antibody7	Singlet	Antibody7
3397	13246	SeuratProject	Antibody6	Antibody8	1.83458352706151	Antibody6	Singlet	Antibody6
3472	12408	SeuratProject	Antibody8	Antibody6	1.63251602087132	Antibody8	Singlet	Antibody8
4605	18832	SeuratProject	Antibody6	Antibody8	0.849088550085578	Antibody6	Singlet	Antibody6
3598	13820	SeuratProject	Antibody6	Antibody7	1.03548190947583	Antibody6	Singlet	Antibody6
4362	14130	SeuratProject	Antibody8	Antibody7	1.11952406176435	Antibody8	Singlet	Antibody8
3089	12697	SeuratProject	Antibody7	Antibody8	2.12597970179541	Antibody7	Singlet	Antibody7
6669	39715	SeuratProject	Antibody8	Antibody7	1.69351890156728	Antibody8	Singlet	Antibody8
5941	27729	SeuratProject	Antibody7	Antibody8	3.22436343396843	Antibody7	Singlet	Antibody7
3594	12976	SeuratProject	Antibody7	Antibody8	1.00231863617391	Antibody7	Singlet	Antibody7
5154	29551	SeuratProject	Antibody8	Antibody7	2.21537465569011	Antibody8	Singlet	Antibody8
3784	16622	SeuratProject	Antibody6	Antibody8	2.17732258737611	Antibody6	Singlet	Antibody6
2569	7905	SeuratProject	Antibody6	Antibody8	0.482067700753348	Antibody6	Singlet	Antibody6
2726	7993	SeuratProject	Antibody8	Antibody7	1.97532907598554	Antibody8	Singlet	Antibody8
5057	26527	SeuratProject	Antibody7	Antibody8	2.261212969129	Antibody7	Singlet	Antibody7
3715	13939	SeuratProject	Antibody6	Antibody8	2.15978288926981	Antibody6	Singlet	Antibody6
7102	53210	SeuratProject	Antibody8	Antibody6	2.58686343817126	Antibody8	Singlet	Antibody8
2670	8373	SeuratProject	Antibody6	Antibody8	1.42134065861119	Antibody6	Singlet	Antibody6
2687	11554	SeuratProject	Antibody6	Antibody8	1.4482113349813	Antibody6	Singlet	Antibody6
2370	7323	SeuratProject	Antibody8	Antibody7	0.882876865573916	Antibody8	Singlet	Antibody8
2788	12781	SeuratProject	Antibody8	Antibody7	1.31618531735362	Antibody8	Singlet	Antibody8
5080	24680	SeuratProject	Antibody7	Antibody8	2.23542718034085	Antibody7	Singlet	Antibody7
3280	14404	SeuratProject	Antibody7	Antibody8	0.957522564323827	Antibody7	Singlet	Antibody7
2653	12559	SeuratProject	Antibody8	Antibody7	1.69337488417278	Antibody8	Singlet	Antibody8
3778	14238	SeuratProject	Antibody6	Antibody8	0.841448844690802	Antibody6	Singlet	Antibody6
2088	6884	SeuratProject	Antibody6	Antibody8	1.86549293343167	Antibody6	Singlet	Antibody6
6088	45484	SeuratProject	Antibody7	Antibody6	2.44869038435207	Antibody7	Singlet	Antibody7
4435	18902	SeuratProject	Antibody7	Antibody6	2.08810792264364	Antibody7	Singlet	Antibody7
3079	7692	SeuratProject	Antibody7	Antibody8	0.719118933200835	Antibody7	Singlet	Antibody7
2890	12415	SeuratProject	Antibody8	Antibody7	2.36665756381295	Antibody8	Singlet	Antibody8
2184	8027	SeuratProject	Antibody6	Antibody8	1.58544636681636	Antibody6	Singlet	Antibody6
3174	10700	SeuratProject	Antibody8	Antibody7	1.77063436791086	Antibody8	Singlet	Antibody8
8559	59901	SeuratProject	Antibody7	Antibody8	2.98913817903113	Antibody7	Singlet	Antibody7
4826	21119	SeuratProject	Antibody7	Antibody6	2.30816282490799	Antibody7	Singlet	Antibody7
6121	49216	SeuratProject	Antibody7	Antibody8	2.28403699744166	Antibody7	Singlet	Antibody7
4141	13578	SeuratProject	Antibody8	Antibody6	1.12137179343644	Antibody8	Singlet	Antibody8
2368	9791	SeuratProject	Antibody6	Antibody8	1.15679604316734	Antibody6	Singlet	Antibody6
4874	27976	SeuratProject	Antibody6	Antibody8	2.34900913301081	Antibody6	Singlet	Antibody6
4582	14605	SeuratProject	Antibody7	Antibody8	1.23672903121668	Antibody7	Singlet	Antibody7
4394	21092	SeuratProject	Antibody6	Antibody8	2.16429618361948	Antibody6	Singlet	Antibody6
3266	12556	SeuratProject	Antibody7	Antibody8	0.748822772995897	Antibody7	Singlet	Antibody7
2616	6337	SeuratProject	Antibody6	Antibody8	1.09563298191279	Antibody6	Singlet	Antibody6
2746	11385	SeuratProject	Antibody6	Antibody8	1.65208148125843	Antibody6	Singlet	Antibody6
3402	14628	SeuratProject	Antibody6	Antibody8	0.939087931273816	Antibody6	Singlet	Antibody6
6457	48788	SeuratProject	Antibody8	Antibody7	3.23332286645296	Antibody8	Singlet	Antibody8
4791	22958	SeuratProject	Antibody8	Antibody6	3.28870599010789	Antibody8	Singlet	Antibody8
2831	7329	SeuratProject	Antibody7	Antibody8	1.07904279320331	Antibody7	Singlet	Antibody7
1815	6797	SeuratProject	Antibody7	Antibody6	2.81687367233367	Antibody7	Singlet	Antibody7
3633	13683	SeuratProject	Antibody7	Antibody8	1.45211958840241	Antibody7	Singlet	Antibody7
2473	6784	SeuratProject	Antibody8	Antibody7	0.225251389827088	Antibody8	Singlet	Antibody8
4481	22358	SeuratProject	Antibody6	Antibody8	1.94397084973801	Antibody6	Singlet	Antibody6
3470	17031	SeuratProject	Antibody6	Antibody8	1.88147317697969	Antibody6	Singlet	Antibody6
5087	29662	SeuratProject	Antibody6	Antibody8	2.75471585484025	Antibody6	Singlet	Antibody6
5584	29319	SeuratProject	Antibody6	Antibody7	2.11583801393122	Antibody6	Singlet	Antibody6
3678	16755	SeuratProject	Antibody8	Antibody7	1.06342435401681	Antibody8	Singlet	Antibody8
5877	33603	SeuratProject	Antibody6	Antibody8	2.80082410801838	Antibody6	Singlet	Antibody6
2330	7921	SeuratProject	Antibody8	Antibody6	0.983501577618214	Antibody8	Singlet	Antibody8
2590	7645	SeuratProject	Antibody7	Antibody8	1.35025031047861	Antibody7	Singlet	Antibody7
3362	15731	SeuratProject	Antibody7	Antibody8	1.01458675311499	Antibody7	Singlet	Antibody7
4904	23678	SeuratProject	Antibody7	Antibody8	1.8365352529888	Antibody7	Singlet	Antibody7
5940	32311	SeuratProject	Antibody7	Antibody8	2.12574305089776	Antibody7	Singlet	Antibody7
3366	9490	SeuratProject	Antibody7	Antibody8	1.43837290542385	Antibody7	Singlet	Antibody7
2404	7560	SeuratProject	Antibody6	Antibody8	2.37795116617526	Antibody6	Singlet	Antibody6
2758	11098	SeuratProject	Antibody6	Antibody8	1.95765394385052	Antibody6	Singlet	Antibody6
3052	9797	SeuratProject	Antibody6	Antibody8	0.680402762794891	Antibody6	Singlet	Antibody6
3230	7723	SeuratProject	Antibody7	Antibody8	2.44563226552911	Antibody7	Singlet	Antibody7
3833	15851	SeuratProject	Antibody8	Antibody7	1.28835367291939	Antibody8	Singlet	Antibody8
5013	28631	SeuratProject	Antibody6	Antibody8	1.6478610014988	Antibody6	Singlet	Antibody6
4269	23000	SeuratProject	Antibody6	Antibody8	1.18370476359429	Antibody6	Singlet	Antibody6
6597	54943	SeuratProject	Antibody7	Antibody8	3.33087366629195	Antibody7	Singlet	Antibody7
3614	16128	SeuratProject	Antibody6	Antibody8	1.18975516442882	Antibody6	Singlet	Antibody6
3111	7751	SeuratProject	Antibody8	Antibody7	1.13229404987458	Antibody8	Singlet	Antibody8
3744	15712	SeuratProject	Antibody8	Antibody7	3.12606123992935	Antibody8	Singlet	Antibody8
1291	6870	SeuratProject	Antibody8	Antibody6	1.14822484226604	Antibody8	Singlet	Antibody8
4453	21085	SeuratProject	Antibody8	Antibody7	1.32063176215341	Antibody8	Singlet	Antibody8
2953	9888	SeuratProject	Antibody6	Antibody8	1.62970964377706	Antibody6	Singlet	Antibody6
2724	8451	SeuratProject	Antibody6	Antibody8	1.02269216467826	Antibody6	Singlet	Antibody6
3322	15903	SeuratProject	Antibody7	Antibody8	0.941565982018403	Antibody7	Singlet	Antibody7
4759	19622	SeuratProject	Antibody6	Antibody7	2.16016208305966	Antibody6	Singlet	Antibody6
4011	17198	SeuratProject	Antibody8	Antibody7	2.79441640050197	Antibody8	Singlet	Antibody8
2953	14240	SeuratProject	Antibody7	Antibody8	1.28174298817461	Antibody7	Singlet	Antibody7
4262	18938	SeuratProject	Antibody8	Antibody7	1.73737577266158	Antibody8	Singlet	Antibody8
4194	22580	SeuratProject	Antibody8	Antibody6	1.86076960282565	Antibody8	Singlet	Antibody8
5768	32498	SeuratProject	Antibody7	Antibody8	2.04044060988782	Antibody7	Singlet	Antibody7
7319	58523	SeuratProject	Antibody6	Antibody8	3.15941587944783	Antibody6	Singlet	Antibody6
3522	10580	SeuratProject	Antibody8	Antibody6	2.20747388673749	Antibody8	Singlet	Antibody8
6001	31287	SeuratProject	Antibody7	Antibody8	2.01635704962169	Antibody7	Singlet	Antibody7
3511	9445	SeuratProject	Antibody7	Antibody8	1.14909754202796	Antibody7	Singlet	Antibody7
3283	13391	SeuratProject	Antibody7	Antibody8	2.14712527436922	Antibody7	Singlet	Antibody7
5480	27524	SeuratProject	Antibody8	Antibody7	1.28708775372318	Antibody8	Singlet	Antibody8
2145	6743	SeuratProject	Antibody6	Antibody7	1.38697068480645	Antibody6	Singlet	Antibody6
2659	8381	SeuratProject	Antibody6	Antibody8	2.41087395176501	Antibody6	Singlet	Antibody6
3709	11455	SeuratProject	Antibody8	Antibody6	1.8706409015606	Antibody8	Singlet	Antibody8
4913	22377	SeuratProject	Antibody7	Antibody8	3.04587458741346	Antibody7	Singlet	Antibody7
3989	22317	SeuratProject	Antibody6	Antibody8	1.53898507954664	Antibody6	Singlet	Antibody6
3954	14650	SeuratProject	Antibody7	Antibody6	1.45063808123753	Antibody7	Singlet	Antibody7
5842	31734	SeuratProject	Antibody6	Antibody8	2.57242120768992	Antibody6	Singlet	Antibody6
2292	10758	SeuratProject	Antibody8	Antibody6	1.08306898166535	Antibody8	Singlet	Antibody8
2404	10882	SeuratProject	Antibody6	Antibody8	1.63773865053039	Antibody6	Singlet	Antibody6
2672	8317	SeuratProject	Antibody6	Antibody8	1.03555844823976	Antibody6	Singlet	Antibody6
2771	7579	SeuratProject	Antibody8	Antibody7	0.944140820555267	Antibody8	Singlet	Antibody8
3774	15268	SeuratProject	Antibody7	Antibody8	1.8703223277036	Antibody7	Singlet	Antibody7
6091	36801	SeuratProject	Antibody8	Antibody7	2.30622709489142	Antibody8	Singlet	Antibody8
3564	11513	SeuratProject	Antibody6	Antibody7	0.779124945093388	Antibody6	Singlet	Antibody6
2743	8657	SeuratProject	Antibody8	Antibody6	0.78484782781089	Antibody8	Singlet	Antibody8
3397	11215	SeuratProject	Antibody7	Antibody8	1.95020463867369	Antibody7	Singlet	Antibody7
2869	8845	SeuratProject	Antibody7	Antibody8	1.43177255116438	Antibody7	Singlet	Antibody7
4447	24894	SeuratProject	Antibody6	Antibody8	2.2910371108346	Antibody6	Singlet	Antibody6
5770	29689	SeuratProject	Antibody6	Antibody8	3.31885051198055	Antibody6	Singlet	Antibody6
4530	21619	SeuratProject	Antibody7	Antibody8	1.29123228070888	Antibody7	Singlet	Antibody7
2804	10028	SeuratProject	Antibody7	Antibody6	0.237721763588623	Antibody7	Singlet	Antibody7
2035	7485	SeuratProject	Antibody6	Antibody8	1.7981432584996	Antibody6	Singlet	Antibody6
2206	6718	SeuratProject	Antibody7	Antibody8	1.18684939704112	Antibody7	Singlet	Antibody7
3616	15771	SeuratProject	Antibody8	Antibody7	2.22749931030942	Antibody8	Singlet	Antibody8
3842	18561	SeuratProject	Antibody8	Antibody6	2.60158554936945	Antibody8	Singlet	Antibody8
3207	8144	SeuratProject	Antibody6	Antibody8	0.861781397686143	Antibody6	Singlet	Antibody6
5930	35536	SeuratProject	Antibody6	Antibody8	2.03730826988873	Antibody6	Singlet	Antibody6
3281	14906	SeuratProject	Antibody7	Antibody8	2.70746595861936	Antibody7	Singlet	Antibody7
3612	15348	SeuratProject	Antibody6	Antibody8	2.32527307295349	Antibody6	Singlet	Antibody6
2615	11714	SeuratProject	Antibody6	Antibody8	1.68287853733099	Antibody6	Singlet	Antibody6
3256	7828	SeuratProject	Antibody8	Antibody6	1.16306949407475	Antibody8	Singlet	Antibody8
2624	9455	SeuratProject	Antibody6	Antibody8	1.04099590170161	Antibody6	Singlet	Antibody6
2155	7225	SeuratProject	Antibody8	Antibody7	1.19718034704217	Antibody8	Singlet	Antibody8
3099	10820	SeuratProject	Antibody7	Antibody8	1.98677330650868	Antibody7	Singlet	Antibody7
3204	12084	SeuratProject	Antibody6	Antibody8	1.41908543737851	Antibody6	Singlet	Antibody6
3818	13352	SeuratProject	Antibody8	Antibody7	1.03779262615721	Antibody8	Singlet	Antibody8
6800	62775	SeuratProject	Antibody6	Antibody8	3.18147156853811	Antibody6	Singlet	Antibody6
3412	12390	SeuratProject	Antibody7	Antibody8	2.51245017768594	Antibody7	Singlet	Antibody7
7483	70541	SeuratProject	Antibody6	Antibody8	3.7570031766816	Antibody6	Singlet	Antibody6
2754	9711	SeuratProject	Antibody8	Antibody7	0.64452902647175	Antibody8	Singlet	Antibody8
2232	7561	SeuratProject	Antibody8	Antibody6	2.6419612994518	Antibody8	Singlet	Antibody8
5728	25205	SeuratProject	Antibody7	Antibody6	2.448693778402	Antibody7	Singlet	Antibody7
6021	39113	SeuratProject	Antibody7	Antibody8	1.90022178873247	Antibody7	Singlet	Antibody7
4599	18044	SeuratProject	Antibody6	Antibody8	1.8172810478981	Antibody6	Singlet	Antibody6
2390	8036	SeuratProject	Antibody8	Antibody7	1.63286366342783	Antibody8	Singlet	Antibody8
3826	15282	SeuratProject	Antibody6	Antibody8	3.0338312827194	Antibody6	Singlet	Antibody6
4623	16832	SeuratProject	Antibody7	Antibody8	1.18583806150886	Antibody7	Singlet	Antibody7
3429	10997	SeuratProject	Antibody8	Antibody7	1.78520217510235	Antibody8	Singlet	Antibody8
4343	22362	SeuratProject	Antibody6	Antibody8	2.22739284408971	Antibody6	Singlet	Antibody6
3162	10907	SeuratProject	Antibody7	Antibody8	1.27392723672632	Antibody7	Singlet	Antibody7
2413	6838	SeuratProject	Antibody7	Antibody6	1.25870050645923	Antibody7	Singlet	Antibody7
3935	15599	SeuratProject	Antibody6	Antibody8	1.0481910714598	Antibody6	Singlet	Antibody6
5184	20001	SeuratProject	Antibody8	Antibody7	1.10022776359911	Antibody8	Singlet	Antibody8
3577	17310	SeuratProject	Antibody6	Antibody8	1.55520711604684	Antibody6	Singlet	Antibody6
2706	9281	SeuratProject	Antibody7	Antibody8	1.40616637429616	Antibody7	Singlet	Antibody7
2368	10289	SeuratProject	Antibody7	Antibody8	2.78161919329186	Antibody7	Singlet	Antibody7
3346	10811	SeuratProject	Antibody7	Antibody6	1.90822725808069	Antibody7	Singlet	Antibody7
4830	21293	SeuratProject	Antibody7	Antibody8	2.14649931808568	Antibody7	Singlet	Antibody7
4322	20919	SeuratProject	Antibody7	Antibody6	1.95461608959443	Antibody7	Singlet	Antibody7
3030	11273	SeuratProject	Antibody8	Antibody6	1.64027491381238	Antibody8	Singlet	Antibody8
4034	14323	SeuratProject	Antibody6	Antibody8	1.48940255282021	Antibody6	Singlet	Antibody6
7374	41903	SeuratProject	Antibody7	Antibody8	3.11949485055965	Antibody7	Singlet	Antibody7
3849	15096	SeuratProject	Antibody6	Antibody8	1.89579288070151	Antibody6	Singlet	Antibody6
5646	35770	SeuratProject	Antibody7	Antibody8	2.71414255031363	Antibody7	Singlet	Antibody7
2635	8830	SeuratProject	Antibody6	Antibody8	0.355430959671414	Antibody6	Singlet	Antibody6
3625	18043	SeuratProject	Antibody6	Antibody8	1.92352034101182	Antibody6	Singlet	Antibody6
3661	13677	SeuratProject	Antibody8	Antibody7	1.0994105426709	Antibody8	Singlet	Antibody8
2162	6785	SeuratProject	Antibody6	Antibody8	2.62901102218362	Antibody6	Singlet	Antibody6
4255	21617	SeuratProject	Antibody7	Antibody8	2.63734584112294	Antibody7	Singlet	Antibody7
6448	46513	SeuratProject	Antibody8	Antibody7	1.37676269311572	Antibody8	Singlet	Antibody8
3493	16170	SeuratProject	Antibody7	Antibody8	1.44707316232532	Antibody7	Singlet	Antibody7
3137	10444	SeuratProject	Antibody6	Antibody8	1.15808319750483	Antibody6	Singlet	Antibody6
3302	13917	SeuratProject	Antibody8	Antibody7	2.55138450420533	Antibody8	Singlet	Antibody8
4436	26602	SeuratProject	Antibody6	Antibody8	2.1961917774956	Antibody6	Singlet	Antibody6
7909	62801	SeuratProject	Antibody7	Antibody8	3.0343493423528	Antibody7	Singlet	Antibody7
3190	9813	SeuratProject	Antibody7	Antibody8	1.31380353260494	Antibody7	Singlet	Antibody7
2799	7747	SeuratProject	Antibody8	Antibody6	0.921716874266689	Antibody8	Singlet	Antibody8
3447	13917	SeuratProject	Antibody6	Antibody8	2.07057994208293	Antibody6	Singlet	Antibody6
3042	10702	SeuratProject	Antibody7	Antibody8	1.16347736612771	Antibody7	Singlet	Antibody7
3955	14615	SeuratProject	Antibody6	Antibody8	1.36732950126232	Antibody6	Singlet	Antibody6
3075	10055	SeuratProject	Antibody6	Antibody8	0.56611321520346	Antibody6	Singlet	Antibody6
5632	23348	SeuratProject	Antibody7	Antibody8	2.84210446161257	Antibody7	Singlet	Antibody7
4957	22316	SeuratProject	Antibody6	Antibody8	2.63666132928756	Antibody6	Singlet	Antibody6
3219	14237	SeuratProject	Antibody6	Antibody8	1.72376887688992	Antibody6	Singlet	Antibody6
3967	13395	SeuratProject	Antibody7	Antibody8	1.84347971728269	Antibody7	Singlet	Antibody7
3866	13123	SeuratProject	Antibody8	Antibody7	2.23608333408058	Antibody8	Singlet	Antibody8
2392	7503	SeuratProject	Antibody8	Antibody6	1.25965608892854	Antibody8	Singlet	Antibody8
2916	8037	SeuratProject	Antibody8	Antibody7	0.74603350078083	Antibody8	Singlet	Antibody8
6138	29773	SeuratProject	Antibody7	Antibody8	2.62567181609383	Antibody7	Singlet	Antibody7
3152	10597	SeuratProject	Antibody6	Antibody8	2.40368913065047	Antibody6	Singlet	Antibody6
4928	28230	SeuratProject	Antibody6	Antibody8	2.20113102925281	Antibody6	Singlet	Antibody6
2355	8459	SeuratProject	Antibody7	Antibody8	1.31379973346091	Antibody7	Singlet	Antibody7
4942	26341	SeuratProject	Antibody6	Antibody8	2.57805798930144	Antibody6	Singlet	Antibody6
2413	6928	SeuratProject	Antibody7	Antibody8	1.46038220542663	Antibody7	Singlet	Antibody7
6110	42581	SeuratProject	Antibody6	Antibody8	2.86708081698893	Antibody6	Singlet	Antibody6
3286	10887	SeuratProject	Antibody6	Antibody8	1.79302104098642	Antibody6	Singlet	Antibody6
3335	18703	SeuratProject	Antibody6	Antibody8	1.42486079278917	Antibody6	Singlet	Antibody6
5002	31274	SeuratProject	Antibody6	Antibody8	2.64211099893163	Antibody6	Singlet	Antibody6
2984	8867	SeuratProject	Antibody6	Antibody8	0.658470127484925	Antibody6	Singlet	Antibody6
2547	7244	SeuratProject	Antibody8	Antibody6	1.19232301446726	Antibody8	Singlet	Antibody8
3566	12711	SeuratProject	Antibody8	Antibody7	1.46883702631424	Antibody8	Singlet	Antibody8
3278	12712	SeuratProject	Antibody6	Antibody7	0.521739179123972	Antibody6	Singlet	Antibody6
4571	22578	SeuratProject	Antibody7	Antibody8	1.7902639670277	Antibody7	Singlet	Antibody7
1990	6800	SeuratProject	Antibody6	Antibody8	1.45324111420368	Antibody6	Singlet	Antibody6
3609	19286	SeuratProject	Antibody6	Antibody8	1.53981056370229	Antibody6	Singlet	Antibody6
2900	9586	SeuratProject	Antibody7	Antibody8	0.933967490377324	Antibody7	Singlet	Antibody7
3745	17630	SeuratProject	Antibody6	Antibody8	2.53438672254237	Antibody6	Singlet	Antibody6
2871	12062	SeuratProject	Antibody6	Antibody8	0.600003555652054	Antibody6	Singlet	Antibody6
3823	11227	SeuratProject	Antibody7	Antibody6	0.0189025837530196	Antibody7	Singlet	Antibody7
4555	20837	SeuratProject	Antibody6	Antibody8	2.12015203755912	Antibody6	Singlet	Antibody6
3639	15102	SeuratProject	Antibody7	Antibody8	1.1977844685961	Antibody7	Singlet	Antibody7
2531	9354	SeuratProject	Antibody8	Antibody7	0.892688255387237	Antibody8	Singlet	Antibody8
3539	7276	SeuratProject	Antibody6	Antibody7	1.35656012911796	Antibody6	Singlet	Antibody6
3255	14163	SeuratProject	Antibody7	Antibody8	2.63909516148545	Antibody7	Singlet	Antibody7
7970	53112	SeuratProject	Antibody7	Antibody6	2.62612895430531	Antibody7	Singlet	Antibody7
2688	7822	SeuratProject	Antibody6	Antibody8	0.889373528296283	Antibody6	Singlet	Antibody6
4410	24295	SeuratProject	Antibody6	Antibody8	1.91555498717815	Antibody6	Singlet	Antibody6
3076	12510	SeuratProject	Antibody8	Antibody6	0.909968926594145	Antibody8	Singlet	Antibody8
3620	16267	SeuratProject	Antibody7	Antibody8	1.84498157795954	Antibody7	Singlet	Antibody7
2816	9186	SeuratProject	Antibody6	Antibody8	0.825074808145788	Antibody6	Singlet	Antibody6
3342	9556	SeuratProject	Antibody6	Antibody8	0.756207772754161	Antibody6	Singlet	Antibody6
4424	25267	SeuratProject	Antibody8	Antibody6	2.28422535079243	Antibody8	Singlet	Antibody8
8224	70125	SeuratProject	Antibody6	Antibody7	3.15755659249288	Antibody6	Singlet	Antibody6
3382	13692	SeuratProject	Antibody7	Antibody8	1.22116432059839	Antibody7	Singlet	Antibody7
3342	10572	SeuratProject	Antibody8	Antibody7	1.32477085857591	Antibody8	Singlet	Antibody8
4777	23777	SeuratProject	Antibody7	Antibody8	2.76610321428888	Antibody7	Singlet	Antibody7
3650	18757	SeuratProject	Antibody7	Antibody8	1.54106154159643	Antibody7	Singlet	Antibody7
3948	11591	SeuratProject	Antibody6	Antibody8	0.805062298134077	Antibody6	Singlet	Antibody6
3073	9350	SeuratProject	Antibody7	Antibody8	1.68246875183616	Antibody7	Singlet	Antibody7
2851	8982	SeuratProject	Antibody7	Antibody8	0.955913591309859	Antibody7	Singlet	Antibody7
5139	21894	SeuratProject	Antibody6	Antibody8	1.06710624399877	Antibody6	Singlet	Antibody6
2515	9788	SeuratProject	Antibody6	Antibody8	1.53152117026086	Antibody6	Singlet	Antibody6
5005	30247	SeuratProject	Antibody6	Antibody7	2.83327655550275	Antibody6	Singlet	Antibody6
3267	12458	SeuratProject	Antibody7	Antibody8	1.2851786232018	Antibody7	Singlet	Antibody7
2854	11894	SeuratProject	Antibody8	Antibody6	1.78133175071296	Antibody8	Singlet	Antibody8
2784	10349	SeuratProject	Antibody7	Antibody8	2.65806471723258	Antibody7	Singlet	Antibody7
6725	49569	SeuratProject	Antibody7	Antibody6	2.15555448671079	Antibody7	Singlet	Antibody7
6018	45880	SeuratProject	Antibody7	Antibody8	2.24238697157349	Antibody7	Singlet	Antibody7
2104	7109	SeuratProject	Antibody6	Antibody8	1.64583401716627	Antibody6	Singlet	Antibody6
4270	17870	SeuratProject	Antibody7	Antibody8	2.34121208832992	Antibody7	Singlet	Antibody7
3329	13089	SeuratProject	Antibody6	Antibody8	1.84613145133295	Antibody6	Singlet	Antibody6
3820	26024	SeuratProject	Antibody6	Antibody8	1.66423807338806	Antibody6	Singlet	Antibody6
2116	9011	SeuratProject	Antibody8	Antibody6	1.31894087990576	Antibody8	Singlet	Antibody8
4507	18305	SeuratProject	Antibody7	Antibody8	2.41124273647018	Antibody7	Singlet	Antibody7
5549	35005	SeuratProject	Antibody7	Antibody8	2.23114116666448	Antibody7	Singlet	Antibody7
5302	34728	SeuratProject	Antibody8	Antibody7	3.03777469212353	Antibody8	Singlet	Antibody8
